species;38K;ATPase;Integrase2;LbFVorf102;LbFVorf20;LbFVorf23;LbFVorf5;LbFVorf54;LbFVorf87;LbFVorf92;LbFVorf94;LbFVorf99;PDDEXK;ac38;ac81;dnapol;helicase;lcat;lef4;lef5;lef8;lef9;p33;p69;p74;pif1;pif2;pif3;pif5;count_0;count_4;count_1;count_3;count_3-4;count_1-4;count_1-3;count_1-2;count_1-3-4;count_1-2-4;count_1-2-3;count_2;count_2-3;Nb_EVEs;order;Cumulative_scaffold_length
Leptopilina boulardi;0;0;0;0;0;0;1;0;1-4;1;0;0;0;0;1;1;1;1;1;4;1;1;0;0;0;0;0;0;0;18.0;1.0;9.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;11.0;Hymenoptera;26069570
Leptopilina boulardi;0;0;0;0;0;0;1;0;1-4;1;0;0;0;0;1;1;1;1;1;4;1;1;0;0;0;0;0;0;0;18.0;1.0;9.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;11.0;Hymenoptera;26069570
Leptopilina boulardi;0;0;0;0;0;0;1;0;1-4;1;0;0;0;0;1;1;1;1;1;4;1;1;0;0;0;0;0;0;0;18.0;1.0;9.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;11.0;Hymenoptera;26069570
Leptopilina boulardi;0;0;0;0;0;0;1;0;1-4;1;0;0;0;0;1;1;1;1;1;4;1;1;0;0;0;0;0;0;0;18.0;1.0;9.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;11.0;Hymenoptera;26069570
Leptopilina boulardi;0;0;0;0;0;0;1;0;1-4;1;0;0;0;0;1;1;1;1;1;4;1;1;0;0;0;0;0;0;0;18.0;1.0;9.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;11.0;Hymenoptera;26069570
Leptopilina boulardi;0;0;0;0;0;0;1;0;1-4;1;0;0;0;0;1;1;1;1;1;4;1;1;0;0;0;0;0;0;0;18.0;1.0;9.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;11.0;Hymenoptera;26069570
Leptopilina boulardi;0;0;0;0;0;0;1;0;1-4;1;0;0;0;0;1;1;1;1;1;4;1;1;0;0;0;0;0;0;0;18.0;1.0;9.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;11.0;Hymenoptera;26069570
Leptopilina boulardi;0;0;0;0;0;0;1;0;1-4;1;0;0;0;0;1;1;1;1;1;4;1;1;0;0;0;0;0;0;0;18.0;1.0;9.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;11.0;Hymenoptera;26069570
Leptopilina boulardi;0;0;0;0;0;0;1;0;1-4;1;0;0;0;0;1;1;1;1;1;4;1;1;0;0;0;0;0;0;0;18.0;1.0;9.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;11.0;Hymenoptera;26069570
Leptopilina boulardi;0;0;0;0;0;0;1;0;1-4;1;0;0;0;0;1;1;1;1;1;4;1;1;0;0;0;0;0;0;0;18.0;1.0;9.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;11.0;Hymenoptera;26069570
Leptopilina boulardi;0;0;0;0;0;0;1;0;1-4;1;0;0;0;0;1;1;1;1;1;4;1;1;0;0;0;0;0;0;0;18.0;1.0;9.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;11.0;Hymenoptera;26069570
Leptopilina boulardi;0;0;0;0;0;0;1;0;1-4;1;0;0;0;0;1;1;1;1;1;4;1;1;0;0;0;0;0;0;0;18.0;1.0;9.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;11.0;Hymenoptera;26069570
Leptopilina boulardi;0;0;0;0;0;0;1;0;1-4;1;0;0;0;0;1;1;1;1;1;4;1;1;0;0;0;0;0;0;0;18.0;1.0;9.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;11.0;Hymenoptera;26069570
Leptopilina boulardi;0;0;0;0;0;0;1;0;1-4;1;0;0;0;0;1;1;1;1;1;4;1;1;0;0;0;0;0;0;0;18.0;1.0;9.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;11.0;Hymenoptera;26069570
Leptopilina boulardi;0;0;0;0;0;0;1;0;1-4;1;0;0;0;0;1;1;1;1;1;4;1;1;0;0;0;0;0;0;0;18.0;1.0;9.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;11.0;Hymenoptera;26069570
Leptopilina boulardi;0;0;0;0;0;0;1;0;1-4;1;0;0;0;0;1;1;1;1;1;4;1;1;0;0;0;0;0;0;0;18.0;1.0;9.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;11.0;Hymenoptera;26069570
Leptopilina boulardi;0;0;0;0;0;0;1;0;1-4;1;0;0;0;0;1;1;1;1;1;4;1;1;0;0;0;0;0;0;0;18.0;1.0;9.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;11.0;Hymenoptera;26069570
Leptopilina boulardi;0;0;0;0;0;0;1;0;1-4;1;0;0;0;0;1;1;1;1;1;4;1;1;0;0;0;0;0;0;0;18.0;1.0;9.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;11.0;Hymenoptera;26069570
Leptopilina boulardi;0;0;0;0;0;0;1;0;1-4;1;0;0;0;0;1;1;1;1;1;4;1;1;0;0;0;0;0;0;0;18.0;1.0;9.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;11.0;Hymenoptera;26069570
Leptopilina boulardi;0;0;0;0;0;0;1;0;1-4;1;0;0;0;0;1;1;1;1;1;4;1;1;0;0;0;0;0;0;0;18.0;1.0;9.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;11.0;Hymenoptera;26069570
Leptopilina boulardi;0;0;0;0;0;0;1;0;1-4;1;0;0;0;0;1;1;1;1;1;4;1;1;0;0;0;0;0;0;0;18.0;1.0;9.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;11.0;Hymenoptera;26069570
Leptopilina boulardi;0;0;0;0;0;0;1;0;1-4;1;0;0;0;0;1;1;1;1;1;4;1;1;0;0;0;0;0;0;0;18.0;1.0;9.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;11.0;Hymenoptera;26069570
Leptopilina boulardi;0;0;0;0;0;0;1;0;1-4;1;0;0;0;0;1;1;1;1;1;4;1;1;0;0;0;0;0;0;0;18.0;1.0;9.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;11.0;Hymenoptera;26069570
Leptopilina boulardi;0;0;0;0;0;0;1;0;1-4;1;0;0;0;0;1;1;1;1;1;4;1;1;0;0;0;0;0;0;0;18.0;1.0;9.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;11.0;Hymenoptera;26069570
Leptopilina boulardi;0;0;0;0;0;0;1;0;1-4;1;0;0;0;0;1;1;1;1;1;4;1;1;0;0;0;0;0;0;0;18.0;1.0;9.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;11.0;Hymenoptera;26069570
Leptopilina boulardi;0;0;0;0;0;0;1;0;1-4;1;0;0;0;0;1;1;1;1;1;4;1;1;0;0;0;0;0;0;0;18.0;1.0;9.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;11.0;Hymenoptera;26069570
Leptopilina boulardi;0;0;0;0;0;0;1;0;1-4;1;0;0;0;0;1;1;1;1;1;4;1;1;0;0;0;0;0;0;0;18.0;1.0;9.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;11.0;Hymenoptera;26069570
Leptopilina boulardi;0;0;0;0;0;0;1;0;1-4;1;0;0;0;0;1;1;1;1;1;4;1;1;0;0;0;0;0;0;0;18.0;1.0;9.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;11.0;Hymenoptera;26069570
Leptopilina boulardi;0;0;0;0;0;0;1;0;1-4;1;0;0;0;0;1;1;1;1;1;4;1;1;0;0;0;0;0;0;0;18.0;1.0;9.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;11.0;Hymenoptera;26069570
Leptopilina boulardi;0;0;0;0;0;0;1;0;1-4;1;0;0;0;0;1;1;1;1;1;4;1;1;0;0;0;0;0;0;0;18.0;1.0;9.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;11.0;Hymenoptera;26069570
Leptopilina boulardi;0;0;0;0;0;0;1;0;1-4;1;0;0;0;0;1;1;1;1;1;4;1;1;0;0;0;0;0;0;0;18.0;1.0;9.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;11.0;Hymenoptera;26069570
Leptopilina boulardi;0;0;0;0;0;0;1;0;1-4;1;0;0;0;0;1;1;1;1;1;4;1;1;0;0;0;0;0;0;0;18.0;1.0;9.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;11.0;Hymenoptera;26069570
Leptopilina boulardi;0;0;0;0;0;0;1;0;1-4;1;0;0;0;0;1;1;1;1;1;4;1;1;0;0;0;0;0;0;0;18.0;1.0;9.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;11.0;Hymenoptera;26069570
Leptopilina boulardi;0;0;0;0;0;0;1;0;1-4;1;0;0;0;0;1;1;1;1;1;4;1;1;0;0;0;0;0;0;0;18.0;1.0;9.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;11.0;Hymenoptera;26069570
Leptopilina boulardi;0;0;0;0;0;0;1;0;1-4;1;0;0;0;0;1;1;1;1;1;4;1;1;0;0;0;0;0;0;0;18.0;1.0;9.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;11.0;Hymenoptera;26069570
Leptopilina boulardi;0;0;0;0;0;0;1;0;1-4;1;0;0;0;0;1;1;1;1;1;4;1;1;0;0;0;0;0;0;0;18.0;1.0;9.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;11.0;Hymenoptera;26069570
Leptopilina boulardi;0;0;0;0;0;0;1;0;1-4;1;0;0;0;0;1;1;1;1;1;4;1;1;0;0;0;0;0;0;0;18.0;1.0;9.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;11.0;Hymenoptera;26069570
Leptopilina boulardi;0;0;0;0;0;0;1;0;1-4;1;0;0;0;0;1;1;1;1;1;4;1;1;0;0;0;0;0;0;0;18.0;1.0;9.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;11.0;Hymenoptera;26069570
Leptopilina boulardi;0;0;0;0;0;0;1;0;1-4;1;0;0;0;0;1;1;1;1;1;4;1;1;0;0;0;0;0;0;0;18.0;1.0;9.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;11.0;Hymenoptera;26069570
Leptopilina boulardi;0;0;0;0;0;0;1;0;1-4;1;0;0;0;0;1;1;1;1;1;4;1;1;0;0;0;0;0;0;0;18.0;1.0;9.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;11.0;Hymenoptera;26069570
Leptopilina heterotoma;0;0;0;0;0;0;1-4;0;1;1;1;0;0;0;1;1;1;1;1;4;1;1;0;0;0;0;0;0;0;17.0;1.0;10.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;12.0;Hymenoptera;17463894
Leptopilina heterotoma;0;0;0;0;0;0;1-4;0;1;1;1;0;0;0;1;1;1;1;1;4;1;1;0;0;0;0;0;0;0;17.0;1.0;10.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;12.0;Hymenoptera;17463894
Leptopilina heterotoma;0;0;0;0;0;0;1-4;0;1;1;1;0;0;0;1;1;1;1;1;4;1;1;0;0;0;0;0;0;0;17.0;1.0;10.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;12.0;Hymenoptera;17463894
Leptopilina heterotoma;0;0;0;0;0;0;1-4;0;1;1;1;0;0;0;1;1;1;1;1;4;1;1;0;0;0;0;0;0;0;17.0;1.0;10.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;12.0;Hymenoptera;17463894
Leptopilina heterotoma;0;0;0;0;0;0;1-4;0;1;1;1;0;0;0;1;1;1;1;1;4;1;1;0;0;0;0;0;0;0;17.0;1.0;10.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;12.0;Hymenoptera;17463894
Leptopilina heterotoma;0;0;0;0;0;0;1-4;0;1;1;1;0;0;0;1;1;1;1;1;4;1;1;0;0;0;0;0;0;0;17.0;1.0;10.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;12.0;Hymenoptera;17463894
Leptopilina heterotoma;0;0;0;0;0;0;1-4;0;1;1;1;0;0;0;1;1;1;1;1;4;1;1;0;0;0;0;0;0;0;17.0;1.0;10.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;12.0;Hymenoptera;17463894
Leptopilina heterotoma;0;0;0;0;0;0;1-4;0;1;1;1;0;0;0;1;1;1;1;1;4;1;1;0;0;0;0;0;0;0;17.0;1.0;10.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;12.0;Hymenoptera;17463894
Leptopilina heterotoma;0;0;0;0;0;0;1-4;0;1;1;1;0;0;0;1;1;1;1;1;4;1;1;0;0;0;0;0;0;0;17.0;1.0;10.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;12.0;Hymenoptera;17463894
Leptopilina heterotoma;0;0;0;0;0;0;1-4;0;1;1;1;0;0;0;1;1;1;1;1;4;1;1;0;0;0;0;0;0;0;17.0;1.0;10.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;12.0;Hymenoptera;17463894
Leptopilina heterotoma;0;0;0;0;0;0;1-4;0;1;1;1;0;0;0;1;1;1;1;1;4;1;1;0;0;0;0;0;0;0;17.0;1.0;10.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;12.0;Hymenoptera;17463894
Leptopilina heterotoma;0;0;0;0;0;0;1-4;0;1;1;1;0;0;0;1;1;1;1;1;4;1;1;0;0;0;0;0;0;0;17.0;1.0;10.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;12.0;Hymenoptera;17463894
Leptopilina heterotoma;0;0;0;0;0;0;1-4;0;1;1;1;0;0;0;1;1;1;1;1;4;1;1;0;0;0;0;0;0;0;17.0;1.0;10.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;12.0;Hymenoptera;17463894
Leptopilina heterotoma;0;0;0;0;0;0;1-4;0;1;1;1;0;0;0;1;1;1;1;1;4;1;1;0;0;0;0;0;0;0;17.0;1.0;10.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;12.0;Hymenoptera;17463894
Leptopilina heterotoma;0;0;0;0;0;0;1-4;0;1;1;1;0;0;0;1;1;1;1;1;4;1;1;0;0;0;0;0;0;0;17.0;1.0;10.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;12.0;Hymenoptera;17463894
Leptopilina heterotoma;0;0;0;0;0;0;1-4;0;1;1;1;0;0;0;1;1;1;1;1;4;1;1;0;0;0;0;0;0;0;17.0;1.0;10.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;12.0;Hymenoptera;17463894
Leptopilina heterotoma;0;0;0;0;0;0;1-4;0;1;1;1;0;0;0;1;1;1;1;1;4;1;1;0;0;0;0;0;0;0;17.0;1.0;10.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;12.0;Hymenoptera;17463894
Leptopilina heterotoma;0;0;0;0;0;0;1-4;0;1;1;1;0;0;0;1;1;1;1;1;4;1;1;0;0;0;0;0;0;0;17.0;1.0;10.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;12.0;Hymenoptera;17463894
Leptopilina heterotoma;0;0;0;0;0;0;1-4;0;1;1;1;0;0;0;1;1;1;1;1;4;1;1;0;0;0;0;0;0;0;17.0;1.0;10.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;12.0;Hymenoptera;17463894
Leptopilina heterotoma;0;0;0;0;0;0;1-4;0;1;1;1;0;0;0;1;1;1;1;1;4;1;1;0;0;0;0;0;0;0;17.0;1.0;10.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;12.0;Hymenoptera;17463894
Leptopilina heterotoma;0;0;0;0;0;0;1-4;0;1;1;1;0;0;0;1;1;1;1;1;4;1;1;0;0;0;0;0;0;0;17.0;1.0;10.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;12.0;Hymenoptera;17463894
Leptopilina heterotoma;0;0;0;0;0;0;1-4;0;1;1;1;0;0;0;1;1;1;1;1;4;1;1;0;0;0;0;0;0;0;17.0;1.0;10.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;12.0;Hymenoptera;17463894
Leptopilina heterotoma;0;0;0;0;0;0;1-4;0;1;1;1;0;0;0;1;1;1;1;1;4;1;1;0;0;0;0;0;0;0;17.0;1.0;10.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;12.0;Hymenoptera;17463894
Leptopilina heterotoma;0;0;0;0;0;0;1-4;0;1;1;1;0;0;0;1;1;1;1;1;4;1;1;0;0;0;0;0;0;0;17.0;1.0;10.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;12.0;Hymenoptera;17463894
Leptopilina heterotoma;0;0;0;0;0;0;1-4;0;1;1;1;0;0;0;1;1;1;1;1;4;1;1;0;0;0;0;0;0;0;17.0;1.0;10.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;12.0;Hymenoptera;17463894
Leptopilina heterotoma;0;0;0;0;0;0;1-4;0;1;1;1;0;0;0;1;1;1;1;1;4;1;1;0;0;0;0;0;0;0;17.0;1.0;10.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;12.0;Hymenoptera;17463894
Leptopilina heterotoma;0;0;0;0;0;0;1-4;0;1;1;1;0;0;0;1;1;1;1;1;4;1;1;0;0;0;0;0;0;0;17.0;1.0;10.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;12.0;Hymenoptera;17463894
Leptopilina heterotoma;0;0;0;0;0;0;1-4;0;1;1;1;0;0;0;1;1;1;1;1;4;1;1;0;0;0;0;0;0;0;17.0;1.0;10.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;12.0;Hymenoptera;17463894
Leptopilina heterotoma;0;0;0;0;0;0;1-4;0;1;1;1;0;0;0;1;1;1;1;1;4;1;1;0;0;0;0;0;0;0;17.0;1.0;10.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;12.0;Hymenoptera;17463894
Leptopilina heterotoma;0;0;0;0;0;0;1-4;0;1;1;1;0;0;0;1;1;1;1;1;4;1;1;0;0;0;0;0;0;0;17.0;1.0;10.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;12.0;Hymenoptera;17463894
Leptopilina heterotoma;0;0;0;0;0;0;1-4;0;1;1;1;0;0;0;1;1;1;1;1;4;1;1;0;0;0;0;0;0;0;17.0;1.0;10.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;12.0;Hymenoptera;17463894
Leptopilina heterotoma;0;0;0;0;0;0;1-4;0;1;1;1;0;0;0;1;1;1;1;1;4;1;1;0;0;0;0;0;0;0;17.0;1.0;10.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;12.0;Hymenoptera;17463894
Leptopilina heterotoma;0;0;0;0;0;0;1-4;0;1;1;1;0;0;0;1;1;1;1;1;4;1;1;0;0;0;0;0;0;0;17.0;1.0;10.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;12.0;Hymenoptera;17463894
Leptopilina heterotoma;0;0;0;0;0;0;1-4;0;1;1;1;0;0;0;1;1;1;1;1;4;1;1;0;0;0;0;0;0;0;17.0;1.0;10.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;12.0;Hymenoptera;17463894
Leptopilina heterotoma;0;0;0;0;0;0;1-4;0;1;1;1;0;0;0;1;1;1;1;1;4;1;1;0;0;0;0;0;0;0;17.0;1.0;10.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;12.0;Hymenoptera;17463894
Leptopilina heterotoma;0;0;0;0;0;0;1-4;0;1;1;1;0;0;0;1;1;1;1;1;4;1;1;0;0;0;0;0;0;0;17.0;1.0;10.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;12.0;Hymenoptera;17463894
Leptopilina heterotoma;0;0;0;0;0;0;1-4;0;1;1;1;0;0;0;1;1;1;1;1;4;1;1;0;0;0;0;0;0;0;17.0;1.0;10.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;12.0;Hymenoptera;17463894
Leptopilina heterotoma;0;0;0;0;0;0;1-4;0;1;1;1;0;0;0;1;1;1;1;1;4;1;1;0;0;0;0;0;0;0;17.0;1.0;10.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;12.0;Hymenoptera;17463894
Leptopilina heterotoma;0;0;0;0;0;0;1-4;0;1;1;1;0;0;0;1;1;1;1;1;4;1;1;0;0;0;0;0;0;0;17.0;1.0;10.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;12.0;Hymenoptera;17463894
Leptopilina heterotoma;0;0;0;0;0;0;1-4;0;1;1;1;0;0;0;1;1;1;1;1;4;1;1;0;0;0;0;0;0;0;17.0;1.0;10.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;12.0;Hymenoptera;17463894
Leptopilina heterotoma;0;0;0;0;0;0;1-4;0;1;1;1;0;0;0;1;1;1;1;1;4;1;1;0;0;0;0;0;0;0;17.0;1.0;10.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;12.0;Hymenoptera;17463894
Leptopilina heterotoma;0;0;0;0;0;0;1-4;0;1;1;1;0;0;0;1;1;1;1;1;4;1;1;0;0;0;0;0;0;0;17.0;1.0;10.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;12.0;Hymenoptera;17463894
Leptopilina heterotoma;0;0;0;0;0;0;1-4;0;1;1;1;0;0;0;1;1;1;1;1;4;1;1;0;0;0;0;0;0;0;17.0;1.0;10.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;12.0;Hymenoptera;17463894
Leptopilina heterotoma;0;0;0;0;0;0;1-4;0;1;1;1;0;0;0;1;1;1;1;1;4;1;1;0;0;0;0;0;0;0;17.0;1.0;10.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;12.0;Hymenoptera;17463894
Leptopilina heterotoma;0;0;0;0;0;0;1-4;0;1;1;1;0;0;0;1;1;1;1;1;4;1;1;0;0;0;0;0;0;0;17.0;1.0;10.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;12.0;Hymenoptera;17463894
Leptopilina heterotoma;0;0;0;0;0;0;1-4;0;1;1;1;0;0;0;1;1;1;1;1;4;1;1;0;0;0;0;0;0;0;17.0;1.0;10.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;12.0;Hymenoptera;17463894
Leptopilina heterotoma;0;0;0;0;0;0;1-4;0;1;1;1;0;0;0;1;1;1;1;1;4;1;1;0;0;0;0;0;0;0;17.0;1.0;10.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;12.0;Hymenoptera;17463894
Leptopilina heterotoma;0;0;0;0;0;0;1-4;0;1;1;1;0;0;0;1;1;1;1;1;4;1;1;0;0;0;0;0;0;0;17.0;1.0;10.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;12.0;Hymenoptera;17463894
Leptopilina heterotoma;0;0;0;0;0;0;1-4;0;1;1;1;0;0;0;1;1;1;1;1;4;1;1;0;0;0;0;0;0;0;17.0;1.0;10.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;12.0;Hymenoptera;17463894
Leptopilina heterotoma;0;0;0;0;0;0;1-4;0;1;1;1;0;0;0;1;1;1;1;1;4;1;1;0;0;0;0;0;0;0;17.0;1.0;10.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;12.0;Hymenoptera;17463894
Leptopilina heterotoma;0;0;0;0;0;0;1-4;0;1;1;1;0;0;0;1;1;1;1;1;4;1;1;0;0;0;0;0;0;0;17.0;1.0;10.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;12.0;Hymenoptera;17463894
Leptopilina heterotoma;0;0;0;0;0;0;1-4;0;1;1;1;0;0;0;1;1;1;1;1;4;1;1;0;0;0;0;0;0;0;17.0;1.0;10.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;12.0;Hymenoptera;17463894
Leptopilina heterotoma;0;0;0;0;0;0;1-4;0;1;1;1;0;0;0;1;1;1;1;1;4;1;1;0;0;0;0;0;0;0;17.0;1.0;10.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;12.0;Hymenoptera;17463894
Leptopilina heterotoma;0;0;0;0;0;0;1-4;0;1;1;1;0;0;0;1;1;1;1;1;4;1;1;0;0;0;0;0;0;0;17.0;1.0;10.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;12.0;Hymenoptera;17463894
Leptopilina heterotoma;0;0;0;0;0;0;1-4;0;1;1;1;0;0;0;1;1;1;1;1;4;1;1;0;0;0;0;0;0;0;17.0;1.0;10.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;12.0;Hymenoptera;17463894
Leptopilina heterotoma;0;0;0;0;0;0;1-4;0;1;1;1;0;0;0;1;1;1;1;1;4;1;1;0;0;0;0;0;0;0;17.0;1.0;10.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;12.0;Hymenoptera;17463894
Leptopilina heterotoma;0;0;0;0;0;0;1-4;0;1;1;1;0;0;0;1;1;1;1;1;4;1;1;0;0;0;0;0;0;0;17.0;1.0;10.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;12.0;Hymenoptera;17463894
Leptopilina heterotoma;0;0;0;0;0;0;1-4;0;1;1;1;0;0;0;1;1;1;1;1;4;1;1;0;0;0;0;0;0;0;17.0;1.0;10.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;12.0;Hymenoptera;17463894
